-1	35.244284	93.515177
1	77.229243	16.831586
-1	25.456185	38.221013
1	48.348893	91.075468
-1	8.876302	16.669718
1	52.185181	91.778984
1	91.756699	56.845073
1	66.455739	57.639918
-1	27.594451	9.323219
-1	15.611144	69.678156
1	85.012271	69.677085
-1	29.880184	43.403163
-1	16.391372	37.428319
-1	46.612760	62.413974
-1	25.177394	16.350997
-1	9.990035	50.862797
-1	6.907801	12.886868
-1	17.259459	35.730533
1	76.983786	79.338781
-1	5.388404	43.477239
1	82.095420	83.142805
-1	20.090584	74.216038
-1	42.432329	17.073153
1	80.672431	36.054050
-1	39.020045	69.371488
-1	43.436851	34.842657
1	66.937047	65.888695
1	78.198180	5.302080
-1	51.046367	13.612210
-1	37.403601	38.332866
1	99.879642	20.362290
-1	15.422646	6.299601
-1	55.440269	38.975672
1	81.946329	85.955273
1	76.246024	99.613096
-1	24.912819	14.349725
-1	51.760938	14.515552
1	63.476612	78.536688
-1	40.494829	23.832290
1	73.496518	14.619050
-1	16.714673	74.303282
-1	20.686519	73.287081
1	72.144454	92.414360
1	85.969947	91.776225
-1	29.853952	38.611837
-1	0.216236	65.711956
1	74.442989	2.406781
1	95.765579	87.239492
1	92.106294	9.623580
1	77.828584	44.163017
1	91.716597	70.642088
-1	33.301273	58.587671
-1	62.459029	6.177104
1	70.699408	14.576933
-1	35.138501	54.297495
-1	4.061304	0.345219
1	87.753653	45.266891
-1	40.812345	85.893184
-1	12.361494	14.550065
-1	12.518202	99.126424
-1	40.127711	80.637227
-1	45.356032	50.338501
-1	2.386767	6.599488
-1	19.783805	93.768681
1	68.090524	97.376273
1	99.251526	20.382081
1	87.131084	40.621116
1	78.662162	81.305730
-1	13.944279	14.600042
-1	43.285351	55.297134
1	77.499084	64.892834
-1	4.519725	25.791241
-1	16.458994	28.281553
-1	31.547138	58.140966
1	93.975347	75.654653
-1	58.472993	24.588938
1	89.382894	12.889049
1	77.042733	48.931719
1	92.728659	55.951351
-1	31.433777	17.490738
1	89.565219	29.766980
-1	33.143468	26.849563
1	83.730309	54.361289
1	90.715042	39.150877
1	79.230338	46.533577
1	90.914218	86.304775
-1	33.435748	75.303189
-1	31.637637	97.094969
1	73.798573	40.108350
1	87.891361	8.983514
-1	45.851164	67.202414
1	88.213600	99.752012
-1	47.289083	59.312477
-1	23.624132	56.471399
-1	1.240944	78.531725
-1	24.485364	28.952145
-1	34.477271	91.725703
-1	3.150434	85.918000
1	94.579910	76.205831
-1	18.672747	52.755425
1	86.773608	50.400958
-1	2.696512	28.489090
1	77.108266	17.396483
-1	34.816449	40.003967
-1	40.859723	75.798545
-1	39.221676	51.015860
-1	48.682456	35.428421
1	79.039359	6.689278
-1	41.984323	9.779418
-1	22.702270	21.865013
-1	28.190489	13.095761
-1	27.899856	29.477650
1	82.130010	74.405585
-1	8.301513	16.778323
-1	48.470049	43.437905
1	70.994495	16.138291
-1	1.939033	4.075975
-1	38.457903	84.493922
-1	37.021477	29.847197
1	97.898090	0.903998
-1	26.873664	12.922322
-1	52.899652	35.225244
-1	12.400682	73.194421
1	87.600175	92.572282
-1	56.751814	7.230674
1	91.975782	18.013260
-1	27.932626	68.237741
-1	38.328378	53.862622
1	52.798522	77.654155
-1	43.694488	77.967637
-1	19.385971	56.580710
-1	0.649419	15.545428
1	91.353933	30.982648
-1	9.859402	9.412433
-1	38.249545	8.444976
-1	1.738309	53.858371
1	78.378400	46.234934
1	91.694383	45.951952
1	77.251242	30.523324
1	73.706388	84.725686
-1	43.895326	64.839011
-1	20.347454	53.472398
-1	19.759964	22.178639
-1	23.878818	53.296072
1	60.512383	49.666148
1	82.664529	17.094948
1	69.711252	27.254472
-1	9.912181	22.314835
