-1	35.244284	93.515177
-1	25.456185	38.221013
-1	8.876302	16.669718
-1	27.594451	9.323219
-1	15.611144	69.678156
-1	29.880184	43.403163
-1	16.391372	37.428319
-1	46.612760	62.413974
-1	25.177394	16.350997
-1	9.990035	50.862797
-1	6.907801	12.886868
-1	17.259459	35.730533
-1	5.388404	43.477239
-1	20.090584	74.216038
-1	42.432329	17.073153
-1	39.020045	69.371488
-1	43.436851	34.842657
-1	51.046367	13.612210
-1	37.403601	38.332866
-1	15.422646	6.299601
-1	55.440269	38.975672
-1	24.912819	14.349725
-1	51.760938	14.515552
-1	40.494829	23.832290
-1	16.714673	74.303282
-1	20.686519	73.287081
-1	29.853952	38.611837
-1	0.216236	65.711956
-1	33.301273	58.587671
-1	62.459029	6.177104
-1	35.138501	54.297495
-1	4.061304	0.345219
-1	40.812345	85.893184
-1	12.361494	14.550065
-1	12.518202	99.126424
-1	40.127711	80.637227
-1	45.356032	50.338501
-1	2.386767	6.599488
-1	19.783805	93.768681
-1	13.944279	14.600042
-1	43.285351	55.297134
-1	4.519725	25.791241
-1	16.458994	28.281553
-1	31.547138	58.140966
-1	58.472993	24.588938
-1	31.433777	17.490738
-1	33.143468	26.849563
-1	33.435748	75.303189
-1	31.637637	97.094969
-1	45.851164	67.202414
